CÓDIGO,TÍTULO
8010151300390112,SERVICIO DE IMPLEMENTACION DE SISTEMA DE GESTION DE ORGANIZACIONES EDUCATIVAS
8010151300392457,CONSULTORIA PARA EL FORTALECIMIENTO DE LOS PROCESOS DE SUPERVISION DE ENERGIA.
8010151300393082,CONSULTORIA PARA LA ELABORACIÓN DE PLAN OPERATIVO DE  DE BIENES PARA LA GESTION DE DONACIONES
8010151300394077,SERVICIO DE ACTUALIZACION DE PROCEDIMIENTOS DEL TUPA
8010151300394554,SERVICIO DE CONSULTORIA PARA LA IMPLEMENTACION DE LA NORMA ISO 14001 INTEGRADA A LA ISO 9001 EN GESTION AMBIENTAL
8010151400392979,"SERVICIO DE REVISION, ACTUALIZACION DE LOS PARAMETROS DE ENTRADA Y SIMULACIONES QUE CORRESPONDEN AL MODELO DE RESERVA DE TRANSFORMACION"
8010160100226766,SERVICIO DE ELABORACION DEL PLAN MAESTRO DE INVERSIONES
8010160100229672,"CURSO TALLER ELABORACION, EJECUCION Y GESTION DE PROYECTO DE INVERSION"
8010160100229799,SERVICIO DE EVALUACION DE CURSOS PARA CAPACITACION
8010160100230142,SERVICIO DE ESTUDIO DE PROYECTO PARA EVALUACION ARQUEOLOGICA
8010160100230148,SERVICIO DE ESTUDIO DE LINEAS DE CORTE PARA PROYECTOS INVERSION VIAS URBANAS
8010160100230149,SERVICIO DE ESTUDIO DE LINEAS DE CORTE PARA PROYECTOS INVERSION VIAS INTERURBANAS
8010160100254831,CONSULTORIA DE ELABORACION DE PROYECTO PARA COOPERACION TECNICA INTERNACIONAL
8010160100254895,CONSULTORIA DE REVISION DE VIABILIDAD PARA PROYECTO DE INVERSION PUBLICA
8010160100254898,CONSULTORIA DE PROMOCION Y MONITOREO PARA PERFILES TECNICOS ESTADISTICOS
8010160100254983,CONSULTORIA PARA FORMULACION DE PAUTA METODOLOGICA DE ESTUDIOS DE PREINVERSION DE PROYECTOS DE INVERSION PUBLICA
8010160100255243,CONSULTORIA DE ELABORACION DE PREFACTIBLIDAD PARA PROYECTO DE INVERSION PUBLICA
8010160100269882,CONSULTORIA DE EVALUACION DE VIABILIDAD DE PROYECTO PARA INVERSION PUBLICA
8010160100286759,CONSULTORIA DE REVISION Y MEJORA DE METODOLOGIA DE EVALUACION PARA PROYECTOS DE INVERSION PUBLICA
8010160100292866,CONSULTORIA DE ELABORACION DE ESTUDIO DE VIABILIDAD PARA PROYECTO DE INVERSION PUBLICA
8010160100304749,CONSULTORIA DE ELABORACION DE FACTIBILIDAD PARA PROYECTO DE INVERSION PUBLICA
8010160100356224,CONSULTORIA DE ELABORACION DE ANTEPROYECTO DE FACTIBILIDAD DE PROYECTO PARA INVERSION PUBLICA
8010160100368965,CONSULTORIA DE SUPERVISION DE ESTUDIOS TOPOGRAFICOS Y ORTOFOTOGRAFICOS PARA PROYECTOS DE INVERSION PUBLICA
8010160100392954,SERVICIO DE EVALUACION Y DETERMINACON DE PROYECTOS POR CONFIABILIDAD E ITC A NIVEL NACIONAL
8010160100395022,SERVICIO DE ASESORIA DE INVESTIGACION DE INCIDENTES Y ACCIDENTES DE AVIACION
8010160200315298,CONSULTORIA DE IDENTIFICACION DE ELEMENTOS DE ESTRATEGIA PARA COMPETITIVIDAD REGIONAL
8010160300226297,CONSULTORIA DE ESTIMACION DE VALOR REFERENCIAL PARA COSTOS DE PROYECTOS DE PISTAS Y VEREDAS
8010160300226358,CONSULTORIA DE ELABORACION DE ESTUDIO DE EVALUACION DE RESULTADO PARA PROYECTO DE INVERSION PUBLICA
8010160300228284,SERVICIO DE VALUACION COMERCIAL PARA PREDIOS AFECTADOS POR LA EJECUION DE OBRA
8010160300254542,CONSULTORIA PARA ESTIMACION DE COSTOS DE PROYECTO DE INVERSION PUBLICA EN AGRICULTURA
8010160300254543,CONSULTORIA PARA ESTIMACION DE COSTOS DE PROYECTO DE INVERSION PUBLICA EN EDUCACION
8010160300254545,CONSULTORIA PARA ESTIMACION DE COSTOS DE PROYECTO DE INVERSION PUBLICA EN SANEAMIENTO
8010160300254982,CONSULTORIA DE ELABORACION DE PARAMETROS PARA ESTIMACION DE COSTO DE OPERACION Y DE MANTENIMIENTO DE DIFERENTES SERVICIOS
8010160300255312,SERVICIO DE ELABORACION DE ANALISIS ECONOMICO PARA PROYECTOS DE INVERSON PUBLICA
8010160300255495,SERVICIO DE EVALUACION TECNICA Y FINANCIERA DE PLANES PARA NEGOCIOS
8010160300307015,SERVICIO DE REVISION DE LIQUIDACION DE OBRAS
8010160300316233,SERVICIO DE EVALUACION ECONOMICO FINANCIERA PARA GESTION DE CLUBES DEPORTIVOS
8010160300329760,CONSULTORIA PARA ELABORACION DE ANALISIS DE INFORMACION ECONOMICA
8010160300335582,SERVICIO DE ELABORACION DE ANALISIS PARA DATA E INFORMACION FINANCIERA
8010160300372376,CONSULTORIA PARA EVALUACION ECONOMICA FINANCIERA
8010160300390177,SERVICIO DE PROCESAMIENTO Y ANALISIS DE INFORMACION ECONOMICA 
8010160400225413,CONSULTORIA DE ADMINISTRACION DE OPERACIONES
8010160400225639,CONSULTORIA DE REALIZACION PARA MONITOREO DE PROYECTO
8010160400225820,CONSULTORIA DE ELABORACION DE MODULO DE EVALUACION Y SEGUIMIENTO DE PROYECTO PARA INVERSION PUBLICA
8010160400225830,CONSULTORIA DE ELABORACION DE MODELO DE PERFIL DE PROYECTO PARA INVERSION PUBLICA
8010160400225861,CONSULTORIA PARA ELABORACION DE PERFIL DE PROYECTO DE INVERSION PUBLICA
8010160400225909,CONSULTORIA DE ASISTENCIA TECNICA PARA PROYECTOS DE IRRIGACION  E HIDROENERGETICOS
8010160400226000,CONSULTORIA DE ELABORACION DE LINEAMIENTO DE FORMULACION DE PROYECTO PARA INVERSION PUBLICA
8010160400226316,CONSULTORIA DE GENERACION DE CRITERIO E INDICADOR DE PROYECTO PARA INVERSION PUBLICA
8010160400254821,CONSULTORIA PARA EVALUACION DE FORMULACION DE PROYECTOS ASOCIATIVOS
8010160400258513,SERVICIO DE COORDINACION EN PROGRAMA DE RELACIONES COMUNITARIAS Y PARTICIPACION CIUDADANA
8010160400276719,SERVICIO DE ELABORACION DE ANALISIS ESPECIALIZADO PARA GESTION DE PORTAFOLIOS DE PROYECTOS
8010160400277544,CONSULTORIA DE EVALUACION DE PROTOCOLOS PARA TIPOLOGIA DE PROYECTOS
8010160400278738,CONSULTORIA DE ELABORACION DE GUIA METODOLOGICA DE FORMULACION Y EVALUACION DE PROYECTO PARA INVERSION PUBLICA
8010160400278750,CONSULTORIA DE FORMULACION DE PAUTA METODOLOGICA PARA TRABAJO DE CAMPO DE PROYECTOS PARA INVERSION PUBLICA
8010160400278884,CONSULTORIA DE ELABORACION DE ANALISIS COSTO BENEFICIO PARA PROYECTOS CON COFINANCIAMIENTO
8010160400279114,SERVICIO DE COORDINACION DE PROYECTOS DE INVESTIGACION
8010160400279131,SERVICIO DE ELABORACION DE PROPUESTA TECNICA PARA GESTION EDUCATIVA
8010160400279162,SERVICIO DE VERIFICACION PARA VALORIZACION DE OBRA
8010160400286761,CONSULTORIA DE ELABORACION DE CRITERIO DE EVALUACION DE PROYECTO PARA INVERSION PUBLICA
8010160400292901,CONSULTORIA DE REVISION DE DOCUMENTACION PARA PROYECTOS NO ATENDIBLES
8010160400297913,SERVICIO DE ELABORACION DE ANALISIS Y REVISION DE FACTORES PARA COMPETENCIA CONCURSO DE PROYECTOS
8010160400300007,CONSULTORIA PARA ELABORACION DE CONTENIDOS MINIMOS PARA PROYECTOS DE INVERSION PUBLICA
8010160400304748,CONSULTORIA DE ELABORACION DE ESTUDIO DE DEMANDA PARA PROYECTO
8010160400304928,CONSULTORIA DE ELABORACION DE DISEÑO DE INTERVENCION SOCIAL DE PROYECTO PARA INVERSION PUBLICA
8010160400306212,SERVICIO DE ELABORACION DE PLAN DE GESTION DE PROYECTO DE SOFTWARE
8010160400310198,CONSULTORIA PARA ELABORACION DE ANALISIS DE EJECUCION DEL CONVENIO DEL SECTOR AGRICULTURA
8010160400313350,SERVICIO DE SEGUIMIENTO Y MONITOREO A PROYECTOS PARA EL SECTOR COMERCIO INTERIOR
8010160400313351,SERVICIO DE SEGUIMIENTO Y MONITOREO A PROYECTOS PARA EL SECTOR DESARROLLO PRODUCTIVO
8010160400315489,SERVICIO DE ASISTENCIA TECNICA EN IMPLEMENTACION PARA ADMINISTRACION DE CENTRO DE ATENCION AL USUARIO
8010160400321743,SERVICIO DE CALIFICACION DE PROYECTO A COLEGIO PROFESIONAL
8010160400328825,CONSULTORIA DE ELABORACION DE PLAN DE PROYECTO PARA INVERSION PUBLICA
8010160400328852,CONSULTORIA PARA ELABORACION DE DIAGNOSTICO DE PROYECTO DE INVERSION PUBLICA PARA UNIVERSIDADES
8010160400335308,CONSULTORIA DE ELABORACION DE PROPUESTA DE FORMACION EN LA PLANIFICACION PARA PROYECTOS
8010160400340167,CONSULTORIA PARA ELABORACION DE EXPEDIENTE TECNICO RELACIONADOS AL MEJORAMIENTO DE CADENA PRODUCTIVA
8010160400345046,SERVICIO DE REVISION Y VALIDACION DE INFORMACION PARA PROYECTOS DE INVERSION
8010160400345082,"SERVICIO DE VERIFICACION DE EJECUCION FISICA, FINANCIERA Y CUMPLIMIENTO DE ESPECIFICACIONES TECNICAS DE OBRAS"
8010160400360651,CONSULTORIA DE SUPERVISION DE ELABORACION DE ESTUDIO DE PREINVERSION PARA PROYECTO DE INVERSION PUBLICA
8010160400361788,CONSULTORIA PARA ELABORACION DE TERMINOS DE REFERENCIA PARA CONTRATACION DE SUPERVISION DE OBRA
8010160400364903,CONSULTORIA PARA ELABORACION DE FICHA TECNICA DE PROYECTO DE INVERSION PUBLICA
8010160400365169,CONSULTORIA DE ELABORACION DE ESTUDIO DE CARACTERIZACION DE PROYECTO PARA INVERSION PUBLICA
8010160400365281,CONSULTORIA PARA ELABORACION DE ESTUDIO PIEZOMETRICO
8010160400375889,SERVICIO DE SUPERVISION DE PLANIFICACION DE OPERACIONES
8010160400382876,SERVICIO DE ASISTENCIA TECNICA EN LA EJECUCION DEL PROYECTO DE INVERSION PARA MEJORAMIENTO Y AMPLIACION AEROPORTUARIA
8010160400392627,SERVICIO DE ELABORACIÓN DEL ESTUDIO DEFINITIVO PARA PROYECTO DE INVERSION
8010160400392628,SERVICIO DE ELABORACION DE EXPEDIENTE TECNICO PARA PROYECTO DE INVERSION
8010160400393429,SERVICIO DE COORDINACION DE PROYECTOS DE MEJORAMIENTO DEL SISTEMA DE INFORMACION ESTADISTICA
8010160600086185,CONSULTORIA DE EVALUACION PARA PROYECTO DE INFRAESTRUCTURA
8010160600225898,CONSULTORIA DE EVALUACION PARA PROYECTO DE INVERSION PUBLICA
8010160600225917,CONSULTORIA PARA EVALUACION DE ACTIVIDADES Y/O PROYECTOS
8010160600225925,CONSULTORIA PARA EVALUACION DE PROYECTO DE IRRIGACION
8010160600226117,CONSULTORIA DE SEGUIMIENTO Y EVALUACION PARA TECNICA DE PROYECTOS
8010160600226780,SERVICIO DE EVALUACION DE PROYECTO PARA DESARROLLO INSTITUCIONAL
8010160600227181,SERVICIO DE EVALUACION DE PROYECTO PARA INFANCIA Y ADOLESCENCIA
8010160600254563,CONSULTORIA PARA EVALUACION DE PROYECTO DE AFIANZAMIENTO HIDRICO DE CUENCAS
8010160600255357,SERVICIO DE MONITOREO Y EVALUACION DE PROYECTO
8010160600284441,CONSULTORIA PARA EVALUACION DE PROYECTO DE INVERSION DE RESIDUOS SOLIDOS
8010160600287752,CONSULTORIA DE EVALUACION DE PROYECTO PARA INVERSION A NIVEL DE FACTIBILIDAD
8010160600292884,CONSULTORIA DE EVALUACION DE MEDIO TERMINO PARA PROYECTOS DE INVERSION PUBLICA
8010160600296720,CONSULTORIA PARA EVALUACION DE PROYECTO DE INVERSION EN TURISMO
8010160600331846,SERVICIO DE MONITOREO DE PROCESO DE IMPLEMENTACION PARA CALIDAD EN EL SERVICIO
8010160600331848,SERVICIO DE SEGUIMIENTO Y MONITOREO DE PROYECTO DE INVERSION PUBLICA
8010160600331849,SERVICIO DE SEGUIMIENTO Y MONITOREO PARA IMPLEMENTACION DE CONVENIO
8010160600333044,CONSULTORIA DE MONITOREO Y EVALUACION DE PROYECTOS PARA COOPERACION INTERNACIONAL
8010160600368373,CONSULTORA DE LEVANTAMIENTO DE OBSERVACIONES DE EXPEDIENTE TECNICO DE OBRA PARA EDIFICACIONES
8010160600380011,SERVICIO DE GESTION Y SEGUIMIENTO DE LOS CONVENIOS INTERINSTITUCIONALES
8010160600395235,SERVICIO DE EVALUACION EXTERNA PARA LA ACREDITACION
8010160700335578,SERVICIO DE ELABORACION DE ANALISIS DEL IMPACTO DEL SEGURO INTEGRAL DE SALUD PARA INDICADORES ESTRATEGICOS DE SALUD
8010160700388691,CONSULTORIA PARA IDENTIFICACION Y ANALISIS DE RIESGOS DE SUPERVISION DE PROYECTOS DEL SECTOR ENERGIA
8010170200226684,SERVICIO DE OPTIMIZACION DE PROCESOS PRODUCTIVOS
8010170200228898,SERVICIO DE IMPLEMENTACION DE PROGRAMA DE ECOEFICIENCIA
8010170300226923,SERVICIO DE ACREDITACION EN TEMAS DE ENSAYOS DE LABORATORIO
8010170300284548,SERVICIO DE VERIFICACION DE ESPECIFICACIONES TECNICAS EN TEMAS DE VEHICULOS
8010170300287773,SERVICIO DE ELABORACION DE FICHA TECNICA DE PRODUCTOS ALIMENTICIOS
8010170300345333,SERVICIO DE ELABORACION DE FICHA TECNICA DE EQUIPOS BIOMEDICOS
8010170300392739,SERVICIO DE MEMBRESÍA PARA EL MANTENIMIENTO DE LA ACREDITACIÓN INTERNACIONAL DE ESCUELAS PROFESIONALES
8010170600258644,CONSULTORIA DE ELABORACION DE PLAN ANUAL
8010170600296693,CONSULTORIA DE ELABORACION DE ANALISIS DE EJECUCION CONTRACTUAL DE PROYECTO DE INVERSION PUBLICA
8010170600316217,SERVICIO DE ELABORACION DE INFORMACION MEDIANTE CUADROS COMPARATIVOS
8010170600337121,CONSULTORIA EN TEMAS DE CONTRATACIONES INTERNACIONALES
8010170600355573,SERVICIO DE OPERACIONES LOGISTICAS
8010170600389517,SERVICIO DE ELABORACION DE EXPEDIENTE DE CONTRATACION DE PROCEDIMIENTO DE SELECCION
8010170600393182,SERVICIO PROFESIONAL EN LOGISTICA
8010170600394619,SERVICIO DE GESTION EN ACTOS PREPARATORIOS DE EXPEDIENTES DE CONTRATACION
8010170600394620,SERVICIO DE ACTUACIONES PREPARATORIAS DE PROCESOS DE CONTRATACIÓN
8010170600394860,SERVICIO DE APOYO EN SEGUIMIENTO Y MONITOREO DE LAS CONTRATACIONES
8011150100225394,CONSULTORIA DE ELABORACION DE DISEÑO DE STAND
8011150100225532,CONSULTORIA DE ELABORACION DE DISEÑO ESTRUCTURAL DE EDIFICACIONES
8011150100225533,CONSULTORIA DE ELABORACION DE DISEÑO DE ELEMENTO MECANICO DE ESTRUCTURAS
8011150100225539,CONSULTORIA DE ELABORACION DE DISEÑO VIAL
8011150100225707,CONSULTORIA DE ELABORACION DE GUIA DE MONITOREO Y EVALUACION DE DAÑOS Y RIESGOS DE INTELIGENCIA SANITARIA
8011150100228935,SERVICIO DE TRAMITACION DE INSCRIPCION Y ELABORACION DE DECLARATORIA DE FABRICA
8011150100228990,SERVICIO DE TERCERIZACION DE ALMACEN
8011150100229004,SERVICIO DE ORDENAMIENTO Y CLASIFICACION DE DOCUMENTOS
8011150100289316,SERVICIO DE DETERMINACION DE CAPACIDAD OPERATIVA
8011150100294308,SERVICIO DE LEVANTAMIENTO DE LOCAL Y ELABORACION DE PLANOS
8011150100315321,CONSULTORIA DE ELABORACION DE DISEÑO DE MATERIAL INTERACTIVO SOBRE SEGURIDAD Y SALUD EN EL TRABAJO
8011150100328653,CONSULTORIA EN TEMAS DE GESTION DE COMPETENCIAS
8011150100354182,SERVICIO DE INTERMEDIACION LABORAL
8011150300254992,CONSULTORIA DE ELABORACION DE PLAN DE MEJORA DE CLIMA DE NEGOCIOS
8011150300335572,CONSULTORIA DE ELABORACION DE ANALISIS DE CLIMA LABORAL Y CULTURA ORGANIZACIONAL
8011150400226012,CONSULTORIA DE ELABORACION DE SISTEMA DE CAPACITACION DE GESTION DE INVERSION PUBLICA
8011150400255386,SERVICIO DE SUPERVISION PARA DESARROLLO DE CAPACIDADES
8011150400261641,CURSO TALLER EN TEMAS DE GESTION DE RECURSOS HUMANOS DESARROLLO DE COMPETENCIAS
8011150900229002,SERVICIO DE SUPERVISION DE DESCOLMATACION DE RIOS DRENES Y QUEBRADAS
8011150900329015,CONSULTORIA DE ELABORACION DE PROPUESTA DE MODELO DE EVALUACION POR COMPETENCIAS DE RECURSOS HUMANOS
8011150900374345,SERVICIO DE EVALUACION DE CONOCIMIENTOS PARA SELECCION DE POSTULANTES
8011151000335011,CONSULTORIA DE ELABORACION DE PERFIL DE DOCENTE DE EDUCACION TECNICA
8011160100376435,SERVICIO DE ASISTENCIA TECNICA PARA LA LIBERACION Y ADQUISICION DE INMUEBLES AFECTADOS POR DERECHO DE VIA DE PROYECTOS
8011160100392456,SERVICIO DE SOPORTE PARA LA VERIFICACION DE LA CALIDAD DEL CUMPLIMIENTO DE LAS CONCESIONARIAS DE SERVICIOS PÚBLICOS
8011160100394089,SERVICIO PROFESIONAL EN RECURSOS HUMANOS
8011160100395100,"SERVICIO DE ASISTENCIA TECNICA PARA EL ANALISIS DE FONDOS DE INVERSION PUBLICOS EN CONSUMO BASICO, FACTORES Y SMALL CAPS"
8011160100395101,SERVICIO DE ANALISIS DE INFORMACION FINANCIERA Y SIMILARES
8011160100395102,SERVICIO DE ASISTENCIA TECNICA EN LA REVISIÓN Y ANALISIS DE ACTIVIDAD Y CARTERA DEL FONDO ALTAMAR GLOBAL PRIVATE EQUITY PROGRAM VIII FCR
8011160900388692,"SERVICIO DE ADMINISTRACION, MONITOREO Y SEGUIMIENTO DE LA PLATAFORMA Y ACTIVIDADES COMERCIALES DEL GAS NATURAL"
8011161600351911,SERVICIO DE ATENCION AL CLIENTE
8011162000375895,SERVICIO DE IDENTIFICACION DE PELIGROS Y EVALUACION DE RIESGOS
8011162000392963,SERVICIO DE SOPORTE LOGISTICO DE PERSONAS PARA LA RECUPERACION DE PREDIOS DEL ESTADO
8011162100375960,SERVICIO DE DESARROLLO DE INVESTIGACION EN SALUD
8011170100375892,SERVICIO DE SELECCION DE PRACTICANTES
8011170100388789,CONSULTORIA PARA ELABORACION DE ESTUDIO DE CARGA DE TRABAJO Y DETERMINACION DE LA DOTACION DE PERSONAL
8011170100389433,SERVICIO DE SELECCION DE PERSONAL
8011170200302706,SERVICIO DE VERIFICACION DE INFORMACION CON VISITAS DOMICILIARIAS
8011170600283668,SERVICIO DE EMISION DE CONSTANCIAS DE PRESTACION DE SERVICIOS DE TERCEROS
8011170600375901,"SERVICIO DE REGISTRO Y CONTROL DE LIQUIDACIONES DE SUPERVISION, ADMINISTRACION DE CONTRATOS DE SUPERVISION Y VALIDACION DE REGISTROS E INCONSISTENCIAS"
8011170600391854,SERVICIO DE ASISTENCIA TECNICA Y CAPACITACION EN LOS PROCESOS DE CATEGORIZACION Y CLASIFICACION DE FIBRA DE ALPACA
8011171900326794,SERVICIO DE EXAMEN FISICO Y PSICOLOGICO PARA CONDUCTORES
8012150300342345,CONSULTORIA LEGAL EN TEMAS PENALES
8012160400367758,SERVICIO DE OBTENCION DE LICENCIA DE DERECHO DE AUTOR
8012160400374643,SERVICIO LEGAL EN TEMAS DE USO DE MARCA Y LOGOTIPO
8012160700300022,CONSULTORIA DE FISCALIZACION TRIBUTARIA Y ADUANERA DEL INCUMPLIMIENTO DEL IGV
8012160900225403,"CONSULTORIA LEGAL EN TEMAS ADMINISTRATIVOS, ELECTORALES Y CONSTITUCIONALES"
8012160900227231,SERVICIO DE REVISION Y ANALISIS DE NORMAS LEGALES DE PRESUPUESTO
8012160900255054,CONSULTORIA LEGAL EN TEMAS ADMINISTRATIVOS
8012160900255056,CONSULTORIA LEGAL EN TEMAS FINANCIEROS
8012160900333518,CONSULTORIA LEGAL DE ELABORACION DE ANALISIS DE PROPUESTA DE NORMATIVA
8012160900345420,SERVICIO DE IDENTIFICACION DE NORMATIVA APLICABLE A LA ACREDITACION DE INSTITUTOS DE EDUCACION SUPERIOR PEDAGOGICA
8012161000232317,SERVICIO DE COBRANZAS COACTIVAS PRESENCIALES
8012161000232318,SERVICIO DE COBRANZAS JUDICIALES
8012161000232319,SERVICIO DE NOTIFICACION DE COBRANZAS PRE COACTIVAS
8012161000232321,SERVICIO DE RECUPERACION DE CARTERA MOROSA
8012161000392698,SERVICIO DE COBRANZAS COACTIVAS TELEFONICA Y VIRTUALMENTE
8012170300232465,SERVICIO DE REGISTRO DE PROPIEDAD DE INMUEBLE
8012170400255055,CONSULTORIA LEGAL EN TEMAS DE EJECUCION CONTRACTUAL
8012170400279472,CONSULTORIA DE ELABORACION DE CONTRATOS DE ASOCIACION PUBLICO PRIVADA
8012170400345396,CONSULTORIA DE EVALUACION DE DISPOSICIONES EN MATERIA DE SOLUCION DE CONTROVERSIAS DURANTE LA EJECUCION CONTRACTUAL
8012170400392555,SERVICIO DE ASESORIA JURIDICA EN EL MARCO DEL ARBITRAJE INTERNACIONAL
8012170400392960,"SERVICIO DE REVISION, ANALISIS Y LIQUIDACION DE LOS CONTRATOS"
8012170400394621,SERVICIO NOTARIAL PARA LEGALIZACION DE FIRMAS EN LOS CONTRATOS Y O ADENDAS
8012170500296695,CONSULTORIA LEGAL DE ELABORACION DE ANALISIS DE PLAN DE SEGURO FAMILIAR
8012170500297261,CONSULTORIA LEGAL EN TEMAS DE SEGURIDAD Y SALUD EN EL TRABAJO
8012170700375465,SERVICIO DE PATROCINIO PROCESAL EN DERECHO LABORAL
8012170700375466,SERVICIO DE PATROCINIO PROCESAL EN DERECHO PREVISIONAL COLECTIVO
8012170700375467,SERVICIO DE PATROCINIO PROCESAL EN DERECHO PREVISIONAL INDIVIDUAL
8012170700392154,SERVICIO DE ASISTENCIA TECNICA Y ASESORAMIENTO EN DERECHO TRIBUTARIO
8012170700392155,SERVICIO DE ASISTENCIA TECNICA Y ASESORAMIENTO EN DERECHO CONSTITUCIONAL
8012170700392156,SERVICIO DE ASISTENCIA TECNICA Y ASESORAMIENTO EN DERECHO CONSTITUCIONAL TRIBUTARIO
8012170700392157,SERVICIO DE ASISTENCIA TECNICA Y ASESORAMIENTO EN DERECHO CIVIL
8012170700392158,SERVICIO DE ASISTENCIA TECNICA Y ASESORAMIENTO EN DERECHO PROCESAL
8012190100232332,SERVICIO NOTARIALES PARA ACTOS PUBLICOS
8012190100232333,SERVICIO NOTARIALES PARA RECEPCION DE OBRAS
8012190300226746,SERVICIO DE PERITAJE EN TEMAS DE GRAFOTECNICA
8012190300226747,SERVICIO DE PERITAJE EN TEMAS JUDICIALES
8012210100394301,SERVICIO LEGAL EN CONTRATACIONES DEL ESTADO
8013150200094947,SERVICIO DE ALQUILER DE TALLERES
8013150200094951,SERVICIO DE ALQUILER DE ESTAND DE EXHIBICION
8013150200094957,SERVICIO DE ALQUILER DE AULAS
8013150200094959,SERVICIO DE ALQUILER DE INMUEBLE
8013150200094962,SERVICIO DE ALQUILER DE ESTAND PUBLICITARIO
8013150200094964,SERVICIO DE ALQUILER DE LOCAL PARA CONFERENCIAS
8013150200094966,SERVICIO DE ALQUILER DE ESTUDIO DE TELEVISION
8013150200094972,SERVICIO DE ALQUILER DE LOCAL PARA ALMACENAMIENTO DE MEDICAMENTOS
8013150200094974,SERVICIO DE ALQUILER DE DEPOSITO PARA MAQUINARIA PESADA
8013150200094976,SERVICIO DE ALQUILER DE DEPOSITO PARA ARCHIVO
8013150200094977,SERVICIO DE ALQUILER DE LOCAL COMERCIAL
8013150200094978,SERVICIO DE ALQUILER DE LOCAL PARA ACTIVIDADES DE SALUD
8013150200094979,SERVICIO DE ALQUILER DE CAMPAMENTO
8013150200232789,SERVICIO DE ALQUILER DE AMBIENTE CLIMATIZADO
8013150200255400,SERVICIO DE ALQUILER DE DOMICILIO PROCESAL
8013150200273250,SERVICIO DE ALQUILER DE LOCAL PARA PREPARACION DE ALIMENTOS
8013150200283643,SERVICIO DE ALQUILER DE LABORATORIO DE COMPUTO
8013150200283650,SERVICIO DE ALQUILER DE PLANTA DE ASFALTO EN CALIENTE
8013150200287296,SERVICIO DE ALQUILER DE DEPOSITO PARA VEHICULOS
8013150200370010,SERVICIO DE ALQUILER DE PLANTA PARA TRANSFERENCIA DE RESIDUOS SOLIDOS
8013150200390333,SERVICIO DE ALQUILER DE ESTAND DE VENTA DE ARTESANIAS EN EXTERIOR TIPO 1
8013150200390334,SERVICIO DE ALQUILER DE ESTAND DE VENTA DE ARTESANIAS EN EXTERIOR TIPO 2
8013150200390335,SERVICIO DE ALQUILER DE ESTAND DE VENTA DE ARTESANIAS EN EXTERIOR TIPO 3
8013150200390341,SERVICIO DE ALQUILER MODULO TEMPORAL PARA ACTIVIDADES DE SALUD
8013150200390822,SERVICIO DE ALQUILER DE ESPACIO PARA ESTAND
8013150300232790,SERVICIO DE ALQUILER DE TERRENO
8013150400354890,SERVICIO DE CONSTRUCCION DE CAMPAMENTOS
8013150500333297,SERVICIO DE ALQUILER DE OFICINA MODULAR
8013150600094958,SERVICIO DE ALQUILER DE BAÑO PORTATIL
8013150600233005,SERVICIO DE ALQUILER DE DUCHA PORTATIL
8013150600311022,SERVICIO DE ALQUILER DE LAVAMANOS PORTATILES
8013159900272084,SERVICIO DE ALQUILER DE ESTRUCTURAS METALICAS
8013159900313312,SERVICIO DE ALQUILER DE CAMERINO
8013159900313481,SERVICIO DE ALQUILER DE POSTE DE ENERGIA ELECTRICA
8013180200086260,SERVICIO DE TASACION DE BIENES INMUEBLES
8013180200227063,SERVICIO DE VALORIZACION DE OBRA
8014150100225603,CONSULTORIA DE ELABORACION DE ESTUDIO DE BENCHMARKING
8014150100226444,CONSULTORIA DE ELABORACION DE ANALISIS DE DEMANDA DE PRODUCTOS
8014150100226882,CURSO TALLER EN TEMAS DE ESTUDIOS CUALITATIVOS (FOCUS GROUP)
8014150100287275,CONSULTORIA EN TEMAS DE GESTION COMERCIAL
8014150100345299,CONSULTORIA DE ELABORACION DE DIAGNOSTICO DE COBERTURA DE SEÑAL DE TELEFONIA MOVIL
8014150100389271,SERVICIO DE ELABORACION DE ESTUDIO DE MERCADO DE CADENA MINORISTA DE COMBUSTIBLES
8014150200391599,SERVICIO DE CONSULTORIA DE ELABORACION DE ESTUDIO DE DESARROLLO DE MERCADO
8014150300383478,CONSULTORIA DE DETERMINACION DE PRECIOS DE REFERENCIALES DE COMBUSTIBLE
8014150400226412,CONSULTORIA DE ELABORACION DE ESTUDIO DE COSTOS
8014150400276721,CONSULTORIA DE ELABORACION DE INVESTIGACION DE MERCADO E IDENTIDAD DE MARCA
8014150400360163,CONSULTORIA DE ELABORACION DE ESTUDIO DE MERCADO PARA MEDIR EL NIVEL DE SATISTACCION DEL CLIENTE
8014150500362072,CONSULTORIA DE ELABORACION DE DIAGNOSTICO DE INSERCION DE PEQUEÑAS Y MEDIANAS EMPRESAS EN EL COMERCIO INTERNACIONAL
8014150700228891,SERVICIO DE TOMA DE ENCUESTAS
8014150700279018,CONSULTORIA DE ELABORACION DE ENCUESTA DE SATISFACCION DE USUARIOS
8014150700389317,SERVICIO DE ENCUESTA RESIDENCIAL DE CONSUMO Y USO DE ENERGIA
8014150900279462,CONSULTORIA DE ELABORACION DE DIAGNOSTICO E IDENTIFICACION DE INSTRUMENTOS PROMOCION DE CLUSTERS
8014150900287235,CONSULTORIA DE EVALUACION RESULTADOS EN COMPETITIVIDAD
